date,product,ad_format,experiment_group,source,is_ironsource,impression,revenue,ecpm
2026-04-02,ios_screw_puzzle,BANNER,A,max,False,708658,93.16846199999898,0.13147168591901734
2026-04-02,ios_screw_puzzle,BANNER,A,max,True,9585,1.2437399999999998,0.12975899843505476
2026-04-02,ios_screw_puzzle,BANNER,B,max,False,695212,90.56198199999912,0.1302652744774243
2026-04-02,ios_screw_puzzle,BANNER,B,max,True,9742,1.1942599999999994,0.12258879080270987
2026-04-02,ios_screw_puzzle,INTER,A,max,False,55450,731.974713,13.200626023444544
2026-04-02,ios_screw_puzzle,INTER,A,max,True,399,2.7405,6.868421052631579
2026-04-02,ios_screw_puzzle,INTER,B,max,False,54877,720.5368909999999,13.130034276655062
2026-04-02,ios_screw_puzzle,INTER,B,max,True,429,2.9384999999999994,6.849650349650348
2026-04-02,ios_screw_puzzle,REWARD,A,max,False,27580,455.79619400000007,16.526330456852794
2026-04-02,ios_screw_puzzle,REWARD,A,max,True,87,0.9640000000000004,11.080459770114947
2026-04-02,ios_screw_puzzle,REWARD,B,max,False,26533,456.985897,17.223302943504315
2026-04-02,ios_screw_puzzle,REWARD,B,max,True,99,1.0070000000000001,10.171717171717173
2026-04-02,screw_puzzle,BANNER,A,max,False,1134203,155.33665799999767,0.13695666296068487
2026-04-02,screw_puzzle,BANNER,A,max,True,19385,3.105459999999998,0.16019912303327305
2026-04-02,screw_puzzle,BANNER,A,ulp,True,14316,2.3047719999999976,0.16099273540094983
2026-04-02,screw_puzzle,BANNER,B,max,False,1137548,151.67232199999796,0.13333267870894058
2026-04-02,screw_puzzle,BANNER,B,max,True,22865,4.254299999999994,0.18606166630220838
2026-04-02,screw_puzzle,BANNER,B,ulp,True,14957,2.7323459999999953,0.18268008290432544
2026-04-02,screw_puzzle,INTER,A,max,False,158243,848.2706719999996,5.360557320071028
2026-04-02,screw_puzzle,INTER,A,max,True,1184,3.563199999999998,3.0094594594594577
2026-04-02,screw_puzzle,INTER,A,ulp,True,1168,3.9318909999999967,3.3663450342465726
2026-04-02,screw_puzzle,INTER,B,max,False,164462,871.3457579999999,5.298158589826221
2026-04-02,screw_puzzle,INTER,B,max,True,1381,4.4757,3.2409123823316435
2026-04-02,screw_puzzle,INTER,B,ulp,True,1349,5.227801000000002,3.875315789473686
2026-04-02,screw_puzzle,REWARD,A,max,False,63532,631.6927629999997,9.942906928791786
2026-04-02,screw_puzzle,REWARD,A,max,True,105,1.0919999999999996,10.399999999999995
2026-04-02,screw_puzzle,REWARD,A,ulp,True,105,1.2961759999999998,12.344533333333331
2026-04-02,screw_puzzle,REWARD,B,max,False,65211,601.0555179999998,9.217087883945958
2026-04-02,screw_puzzle,REWARD,B,max,True,144,0.9635000000000006,6.690972222222226
2026-04-02,screw_puzzle,REWARD,B,ulp,True,144,1.0442649999999998,7.251840277777777
2026-04-03,ios_screw_puzzle,BANNER,A,max,False,789875,103.8311379999986,0.1314526197183081
2026-04-03,ios_screw_puzzle,BANNER,B,max,False,767738,102.29998899999879,0.13324856787080852
2026-04-03,ios_screw_puzzle,INTER,A,max,False,58470,898.8994999999999,15.373687361039847
2026-04-03,ios_screw_puzzle,INTER,B,max,False,59416,874.2075470000001,14.713335583007947
2026-04-03,ios_screw_puzzle,REWARD,A,max,False,29558,568.498264,19.233312944042222
2026-04-03,ios_screw_puzzle,REWARD,B,max,False,27923,592.5056659999998,21.2192696343516
2026-04-03,screw_puzzle,BANNER,A,max,False,1295628,164.58934999999397,0.12703441883009164
2026-04-03,screw_puzzle,BANNER,A,ulp,True,4,0.000115,0.02875
2026-04-03,screw_puzzle,BANNER,B,max,False,1337449,169.7483469999947,0.12691949150957885
2026-04-03,screw_puzzle,BANNER,B,ulp,True,2,4.6e-05,0.023
2026-04-03,screw_puzzle,INTER,A,max,False,172960,971.8962780000006,5.619196796947275
2026-04-03,screw_puzzle,INTER,B,max,False,177538,1017.7410160000006,5.732524958037156
2026-04-03,screw_puzzle,REWARD,A,max,False,67803,653.9234089999998,9.6444612922732
2026-04-03,screw_puzzle,REWARD,B,max,False,68651,696.5117409999997,10.145689662204479
2026-04-04,ios_screw_puzzle,BANNER,A,max,False,823371,111.69119599999958,0.13565111717561049
2026-04-04,ios_screw_puzzle,BANNER,B,max,False,799040,110.15873899999949,0.13786386038245832
2026-04-04,ios_screw_puzzle,INTER,A,max,False,60568,949.3739210000001,15.674513290846653
2026-04-04,ios_screw_puzzle,INTER,B,max,False,59052,937.2562589999998,15.871710678723833
2026-04-04,ios_screw_puzzle,REWARD,A,max,False,28753,593.29184,20.634084791152226
2026-04-04,ios_screw_puzzle,REWARD,B,max,False,28037,597.308202,21.304283696543855
2026-04-04,screw_puzzle,BANNER,A,max,False,1284944,173.72442699999573,0.1351999985991574
2026-04-04,screw_puzzle,BANNER,B,max,False,1346069,177.15659899999517,0.13161034018315196
2026-04-04,screw_puzzle,INTER,A,max,False,172353,985.7871319999996,5.7195820902450185
2026-04-04,screw_puzzle,INTER,B,max,False,177931,1064.214486,5.981051564932474
2026-04-04,screw_puzzle,REWARD,A,max,False,65774,677.5179089999999,10.300694940249945
2026-04-04,screw_puzzle,REWARD,B,max,False,66963,750.5186799999997,11.20796081418096
2026-04-05,ios_screw_puzzle,BANNER,A,max,False,881550,113.67286199999994,0.12894658499234296
2026-04-05,ios_screw_puzzle,BANNER,B,max,False,851679,115.7471799999997,0.13590470118436607
2026-04-05,ios_screw_puzzle,INTER,A,max,False,65308,1019.3253959999997,15.60797139707233
2026-04-05,ios_screw_puzzle,INTER,B,max,False,62523,1006.006176,16.090177630631928
2026-04-05,ios_screw_puzzle,REWARD,A,max,False,30368,594.254218,19.56843447049526
2026-04-05,ios_screw_puzzle,REWARD,B,max,False,30489,630.4859219999998,20.679127619797296
2026-04-05,screw_puzzle,BANNER,A,max,False,1340400,198.32273099999426,0.14795787153088202
2026-04-05,screw_puzzle,BANNER,A,ulp,True,1,9.6e-05,0.096
2026-04-05,screw_puzzle,BANNER,B,max,False,1388052,195.19829599999412,0.14062750963219975
2026-04-05,screw_puzzle,INTER,A,max,False,178326,1096.0298669999997,6.146214612563506
2026-04-05,screw_puzzle,INTER,B,max,False,181193,1116.5975499999993,6.162476199411674
2026-04-05,screw_puzzle,REWARD,A,max,False,71178,773.1660829999997,10.862430568434064
