date,product,ad_format,experiment_group,source,is_ironsource,impression,revenue,ecpm
2026-04-02,ios_screw_puzzle,BANNER,A,max,false,656372,85.47855899999912,0.13022883212568348
2026-04-02,ios_screw_puzzle,BANNER,A,max,true,7340,0.85955,0.1171049046321526
2026-04-02,ios_screw_puzzle,BANNER,B,max,false,645756,83.02555199999921,0.12857108877037024
2026-04-02,ios_screw_puzzle,BANNER,B,max,true,8009,0.9633299999999999,0.12028093394930701
2026-04-02,ios_screw_puzzle,INTER,A,max,false,50757,641.606776,12.640754496916681
2026-04-02,ios_screw_puzzle,INTER,A,max,true,322,1.7530000000000008,5.444099378881989
2026-04-02,ios_screw_puzzle,INTER,B,max,false,50587,645.985636,12.769795322909049
2026-04-02,ios_screw_puzzle,INTER,B,max,true,332,2.1284999999999994,6.411144578313252
2026-04-02,ios_screw_puzzle,REWARD,A,max,false,24791,405.655452,16.363012867572913
2026-04-02,ios_screw_puzzle,REWARD,A,max,true,67,0.5970000000000001,8.910447761194032
2026-04-02,ios_screw_puzzle,REWARD,B,max,false,24063,411.93284000000017,17.11893113909322
2026-04-02,ios_screw_puzzle,REWARD,B,max,true,77,0.7090000000000002,9.207792207792211
2026-04-02,screw_puzzle,BANNER,A,max,false,1027911,140.89094099999824,0.13706531110183492
2026-04-02,screw_puzzle,BANNER,A,max,true,14266,2.15912,0.1513472592177205
2026-04-02,screw_puzzle,BANNER,A,ulp,true,10683,1.6834290000000225,0.15758017410839864
2026-04-02,screw_puzzle,BANNER,B,max,false,1023551,135.4762929999985,0.13235910374763787
2026-04-02,screw_puzzle,BANNER,B,max,true,17442,2.6674399999999974,0.15293200321064082
2026-04-02,screw_puzzle,BANNER,B,ulp,true,11467,1.8872240000000287,0.16457870410744124
2026-04-02,screw_puzzle,INTER,A,max,false,142241,769.2792070000004,5.408280362202181
2026-04-02,screw_puzzle,INTER,A,max,true,965,2.5457999999999994,2.638134715025906
2026-04-02,screw_puzzle,INTER,A,ulp,true,948,2.647307999999997,2.792518987341769
2026-04-02,screw_puzzle,INTER,B,max,false,147658,758.0996689999996,5.134159131235691
2026-04-02,screw_puzzle,INTER,B,max,true,1092,3.5697,3.2689560439560443
2026-04-02,screw_puzzle,INTER,B,ulp,true,1066,4.138151000000003,3.881942776735463
2026-04-02,screw_puzzle,REWARD,A,max,false,57285,564.0466799999997,9.846324168630526
2026-04-02,screw_puzzle,REWARD,A,max,true,83,0.4760000000000002,5.7349397590361475
2026-04-02,screw_puzzle,REWARD,A,ulp,true,83,0.585944,7.0595662650602415
2026-04-02,screw_puzzle,REWARD,B,max,false,58112,525.8518549999998,9.048937482791846
2026-04-02,screw_puzzle,REWARD,B,max,true,111,0.6555000000000003,5.905405405405409
2026-04-02,screw_puzzle,REWARD,B,ulp,true,111,0.6756280000000003,6.086738738738743
