Property ID,Property,App ID,App name,Display format,Bidding requests,Bidding responses,Bid rate,Win rate,Requests,Filled requests,Fill rate,Impressions,Impression rate,Clicks,CTR,Effective CPM,Revenue
"=""2626611480829810""","=""Take Off Bolts: Screw Puzzle""","=""1098903967968358""","=""Take Off Bolts: Screw Puzzle""",rewarded_video,20074258,5145368,0.25631672164421,0.32152938332108,1654387,1639730,0.99114052516128,662574,0.40407506113811,315057,0.47550462287986,9.171400153875,6076.7312855536
"=""848444543704230""","=""Screw Puzzle iOS""","=""1133696690979518""","=""Screw Puzzle iOS - Audience Network""",banner,66773859,2233414,0.033447430378406,0.19130846318685,427271,427271,1,371503,0.86947862129655,123,0.00033108750131224,0.095427509717553,35.4516061426
"=""848444543704230""","=""Screw Puzzle iOS""","=""1133696690979518""","=""Screw Puzzle iOS - Audience Network""",interstitial,26167403,2440274,0.093256254738004,0.17718215249599,432373,399640,0.92429453272984,134540,0.33665298768892,48117,0.35764085030474,12.26499921557,1650.1329944628
"=""848444543704230""","=""Screw Puzzle iOS""","=""1133696690979518""","=""Screw Puzzle iOS - Audience Network""",rewarded_video,15566938,1553636,0.09980357087566,0.17116042625171,265921,220673,0.82984420184942,55423,0.25115442306037,20233,0.36506504519784,16.286066656783,902.6226723189
"=""2626611480829810""","=""Take Off Bolts: Screw Puzzle""","=""1098903967968358""","=""Take Off Bolts: Screw Puzzle""",banner,131791169,22762162,0.17271386370357,0.48660869736363,11076266,11076244,0.99999801377107,10679230,0.964156260913,24454,0.0022898654678287,0.08934494600091,954.1352276813
"=""2626611480829810""","=""Take Off Bolts: Screw Puzzle""","=""1098903967968358""","=""Take Off Bolts: Screw Puzzle""",interstitial,43241268,8466701,0.19580140434365,0.33542001778497,2839901,2827774,0.99572978072123,1594087,0.56372503601773,402315,0.25237957526785,4.5964187092917,7327.0913110387
