event_date,ad_format,show_pv,impression_pv,display_failed_pv,impression_show_rate,impression_plus_failed_show_rate,impression_show_rate_dod,impression_plus_failed_show_rate_dod
2026-02-01,interstitial,1669663,1609173,19559,0.9637711322584258,0.9754854722180464,-0.0017220209527936126,-0.00046740592941807435
2026-02-01,rewarded,621483,610248,5488,0.9819222730147084,0.9907527639533181,-0.0008135668438162824,6.39794376056102e-05
2026-02-02,interstitial,1606257,1535836,28859,0.9561583233567231,0.9741249376656413,-0.007612808901702683,-0.001360534552405035
2026-02-02,rewarded,598681,579315,13138,0.9676522221349935,0.9895971310263729,-0.01427005087971489,-0.0011556329269452048
2026-02-03,interstitial,1628383,1561655,24984,0.9590219254315477,0.9743647532552231,0.0028636020748246116,0.00023981558958174887
2026-02-03,rewarded,600769,585012,9789,0.9737719489520931,0.9900660653262735,0.006119726817099602,0.0004689342999005808
2026-02-04,interstitial,1620852,1551711,29294,0.9573428048952033,0.9754160157744198,-0.0016791205363444472,0.0010512625191967384
2026-02-04,rewarded,588962,573107,10560,0.9730797572678713,0.9910096067318435,-0.0006921916842217435,0.0009435414055699587
2026-02-05,interstitial,1595316,1522347,31805,0.9542604725333413,0.9741969616050989,-0.0030823323618619503,-0.0012190541693208878
2026-02-05,rewarded,575068,555673,14161,0.9662735537362538,0.9908984676594768,-0.0068062035316175384,-0.00011113907236670606
2026-02-06,interstitial,1599091,1524160,32474,0.9531415035166854,0.9734492908783803,-0.0011189690166559796,-0.0007476707267186633
2026-02-06,rewarded,576556,556978,13773,0.9660431944165008,0.9899315938087541,-0.00023035931975301516,-0.0009668738507226937
2026-02-07,interstitial,1658001,1583591,32780,0.955120654330124,0.9748914506082927,0.0019791508134386904,0.0014421597299124622
2026-02-07,rewarded,603557,582509,15171,0.9651267403078748,0.9902627258071731,-0.0009164541086259526,0.00033113199841905416
2026-02-08,interstitial,1772646,1692189,34204,0.9546119191310617,0.9739073678557366,-0.0005087351990623601,-0.0009840827525561258
2026-02-08,rewarded,642402,621239,14711,0.9670564537470306,0.9899564447184162,0.0019297134391558224,-0.0003062810887569656
2026-02-09,interstitial,1676749,1592243,38957,0.9496012820046411,0.9728349323601804,-0.005010637126420581,-0.0010724354955562454
2026-02-09,rewarded,606405,583217,16969,0.9617615290111394,0.9897444777005466,-0.0052949247358912155,-0.00021196701786951877
2026-02-10,interstitial,1646757,1564098,40015,0.9498049803340748,0.9741042546046563,0.00020369832943367694,0.0012693222444759567
2026-02-10,rewarded,605164,581275,18371,0.9605247503156169,0.9908818105505285,-0.0012367786955225224,0.0011373328499818536
2026-02-11,interstitial,1580227,1502349,36356,0.9507172070848049,0.9737240282566998,0.0009122267507301052,-0.000380226347956536
2026-02-11,rewarded,582100,561466,15504,0.9645524823913417,0.9911870812575159,0.004027732075724821,0.0003052707069873817
