product,experiment_group,ad_format,network_name,failure_reason,display_failed_pv,reason_pv,reason_share_in_network
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=1E942110-9CEF-4C5A-A8B5",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=1EE52C9C-32C4-4A45-BE63",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=1EF54FB6-7396-4E5D-8D69",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=1EFC4D2B-0C45-4644-B534",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=1F2157C0-A61A-43E1-BAC4",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=1F2440BB-ED29-49FA-91FD",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=1F8E1AD1-2A00-4B2C-9995",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=1F8FD439-65EB-4095-95E3",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=1F980985-BACA-4F08-9926",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=1FAB3584-359C-49F4-BD89",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2009AE82-5ED2-4FAC-AC11",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=201051B4-8150-46E3-8CCE",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=208A1B2C-FD3B-485F-A3ED",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=20C89D3C-48E4-47BE-A3EE",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=20E17010-86F0-4A88-BB00",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=20E76EC2-DB1B-468A-A89B",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=213BC6A9-682D-4C47-951C",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=21A227A7-7FB2-4845-98A1",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=21D48E35-E3BA-4C9F-A1EB",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=21D9BAAD-3B95-44D4-96B0",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=21FAC05F-5DA0-48E4-BBCA",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=221FD0C2-3797-4F1C-82FF",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=22449402-9C07-4AEE-BB05",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2251E51D-2293-448C-9B75",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2285FFE5-06BE-4C80-B237",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=22A49A72-E588-4ABD-9EB3",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=22CEB436-7A40-4940-A819",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=22DAF41D-5D82-4054-82E5",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=230C7FFB-9A2C-4B30-9EB2",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=231F7FA4-0FD1-4A47-9B4E",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2330D817-7A12-4FBE-9B17",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=23393B8B-9A86-48AA-BE9F",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2354C40D-F75D-4CC3-962F",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=236226EC-FF35-4D42-B2FC",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2388146B-4421-4F13-A134",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=23A32C9A-0E84-4C7E-87D8",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=23AC6547-86AE-45B3-99C4",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=23BCA8C4-BAA7-4DB5-AF53",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=23BD5B11-1771-4D13-B23C",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=23F1BED9-0636-4BEA-8E1E",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=23FE5BC5-06C9-4DFF-B028",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=243B4223-4290-43F8-9066",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=244DD6D5-ACE2-40E0-8095",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=245CA717-C1BA-4C11-B394",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=246182BE-14B1-483B-BB08",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=24AF2F16-CBCE-4743-80D1",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=24E4FCC4-E6B9-4EEF-9FE5",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=24F2A0F1-7047-4BE6-9F32",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2501252D-CA22-4535-97A9",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2529F6B8-160E-4FDD-9D9D",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=252B59B5-D2F6-4320-912E",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2551D414-9AF7-45F0-B6C7",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2554FB10-60DA-4182-B2D4",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=25558F3D-3540-4F69-B9AA",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=258B73DB-BFDA-4F76-B85D",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=259C40CC-793B-472B-8221",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=25A76184-CA40-427F-ABDA",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=25B36687-08C6-4B82-B181",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=25B8A275-C395-49F0-A2DA",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2600847E-E882-4A19-A95B",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=262C3CDD-1D1F-44BB-90B0",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=266DB32C-6C9D-49F9-B39E",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=268271C4-BCE4-4E25-91AB",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=26A85C00-CA5D-4AB5-B396",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=26B525B5-0DA1-4E9C-A53D",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=26E8B737-CB0C-4D09-9C84",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=26FDF932-B309-459A-A0FD",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=27532DA2-C0A7-480D-B83A",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=275A8755-06AF-4A49-8C34",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2792B818-B7E3-4C6B-BD17",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=27998750-EDFA-4812-8B01",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=279D639D-E1FF-46B6-AA24",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=27B6438C-0BCC-41A2-866E",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=27C2F5CD-6F7C-40DE-ACF5",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2804AA11-745D-4933-B58F",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=28238913-8F49-421B-8743",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=282E0478-D817-41EB-B673",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=28381CB3-F07D-4D9D-8A09",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=283A9140-3BCE-4220-A151",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2861A326-D0D4-4429-A1C8",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=28680F3C-7920-40E9-BB9B",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2887A9D0-BDD6-4319-8ED7",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2897212F-5201-4B26-BF78",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=28AA50E0-BD53-47B6-A252",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=29D90BD0-92B6-470E-8FE0",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=29EF880D-FD7A-4087-9D8C",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=29FA2283-3A89-442B-9DF3",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2A055E89-4E4A-4EAD-A0D1",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2A23B8C1-7297-4EFE-A7EF",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2A28F8EF-83B4-4247-B240",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2A323824-09EE-4B72-8424",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2A3B5A54-CE8C-47A0-800A",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2A5846F2-ACF0-4EBF-BF73",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2A7C05F7-13E1-4ADF-BD91",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2AA091A0-5D29-40DE-9B13",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2AA4F54E-6B75-4EF7-A898",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2AC44EEF-D25D-4630-981C",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2AED5FAB-DD0D-48F4-8AC8",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2AF13C46-9BAB-42C8-8454",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2AF3F750-3412-48FE-8E00",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2AF63B11-DBD7-48E1-8DDA",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2B5409B9-6FF4-4F9D-AFB0",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2BA694EE-980F-48C7-9A42",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2C02ABD4-1456-4FD5-82BB",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2C081CD7-7600-4675-9332",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2C4B08D3-BE09-436D-A07F",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2C76A223-6ECE-45EA-9A60",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2C8FEAD1-075F-4662-951C",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2CCF4F26-81BE-4F94-9BDC",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2CD3F442-9E35-43FC-9853",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2CD5293C-3D3E-428E-B3FB",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2D2E47EB-5A2A-4123-B061",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2DA609F4-89F0-441F-9963",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2DDA8BE7-C1AE-4E60-8617",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2E00BF89-380D-49D0-9977",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2E609BF5-C877-4D4B-B49D",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2E73CA40-9EEC-42A5-88EB",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2E804D1F-DE7D-4CAC-A782",5151,1,0.00019413706076490002
ios_screw_puzzle,have_is_adx,interstitial,IsAdxCustomAdapter,"6_Error Domain=com.levelplay.error Code=6 ""INTERNAL_ERROR - "" UserInfo={adId=2E940669-F3F0-41FB-AA4B",5151,1,0.00019413706076490002
