product,event_date,country,ad_format,hudi_show_pv,hudi_impression_pv,max_impression_pv,hudi_max_rate
ios_screw_puzzle,2025-10-19,US,rewarded,23798,23665,24310,0.9734677087618264
ios_screw_puzzle,2025-10-20,IN,interstitial,16620,16258,16645,0.9767497747071192
ios_screw_puzzle,2025-10-20,IN,rewarded,6388,6369,6476,0.9834774552192711
ios_screw_puzzle,2025-10-20,US,interstitial,39675,39115,40063,0.9763372688016374
ios_screw_puzzle,2025-10-20,US,rewarded,20989,20894,21518,0.9710010223998513
ios_screw_puzzle,2025-10-21,IN,interstitial,19561,19204,19464,0.9866420057542129
ios_screw_puzzle,2025-10-21,IN,rewarded,7334,7300,7373,0.9900990099009901
ios_screw_puzzle,2025-10-21,US,interstitial,41729,41083,41792,0.9830350306278713
ios_screw_puzzle,2025-10-21,US,rewarded,21336,21234,21546,0.9855193539404066
ios_screw_puzzle,2025-10-22,IN,interstitial,21719,21344,21644,0.9861393457771207
ios_screw_puzzle,2025-10-22,IN,rewarded,8121,8096,8230,0.9837181044957473
ios_screw_puzzle,2025-10-22,US,interstitial,41023,40379,42224,0.9563044713906783
ios_screw_puzzle,2025-10-22,US,rewarded,21045,20976,21910,0.957371063441351
ios_screw_puzzle,2025-10-23,IN,interstitial,20042,19671,21092,0.9326284847335483
ios_screw_puzzle,2025-10-23,IN,rewarded,7658,7619,8194,0.9298267024652185
ios_screw_puzzle,2025-10-23,US,interstitial,38133,37542,42389,0.8856542971053811
ios_screw_puzzle,2025-10-23,US,rewarded,18626,18556,21025,0.8825683709869203
ios_screw_puzzle,2025-10-24,IN,interstitial,20856,20525,20860,0.9839405560882071
ios_screw_puzzle,2025-10-24,IN,rewarded,8047,8017,8165,0.9818738518064911
ios_screw_puzzle,2025-10-24,US,interstitial,41221,40564,41463,0.9783180184743024
ios_screw_puzzle,2025-10-24,US,rewarded,20516,20428,20838,0.9803244073327575
ios_screw_puzzle,2025-10-25,IN,interstitial,20492,20126,20667,0.9738230028547926
ios_screw_puzzle,2025-10-25,IN,rewarded,7431,7410,7616,0.9729516806722689
ios_screw_puzzle,2025-10-25,US,interstitial,42540,41809,42857,0.9755465851552838
ios_screw_puzzle,2025-10-25,US,rewarded,20771,20692,21165,0.9776517836050083
ios_screw_puzzle,2025-10-26,IN,interstitial,19705,19291,19597,0.9843853651069041
ios_screw_puzzle,2025-10-26,IN,rewarded,7380,7340,7492,0.9797116924719701
ios_screw_puzzle,2025-10-26,US,interstitial,45252,44634,45475,0.9815063221550302
ios_screw_puzzle,2025-10-26,US,rewarded,21887,21771,22194,0.980940794809408
ios_screw_puzzle,2025-10-27,IN,interstitial,19169,18762,19016,0.9866428270929744
ios_screw_puzzle,2025-10-27,IN,rewarded,7079,7063,7175,0.984390243902439
ios_screw_puzzle,2025-10-27,US,interstitial,43712,43152,44284,0.974437720169813
ios_screw_puzzle,2025-10-27,US,rewarded,21715,21639,22125,0.9780338983050847
ios_screw_puzzle,2025-10-28,IN,interstitial,19221,18854,19095,0.9873788949986908
ios_screw_puzzle,2025-10-28,IN,rewarded,7351,7321,7388,0.9909312398484028
ios_screw_puzzle,2025-10-28,US,interstitial,41982,41426,42189,0.9819147171063547
ios_screw_puzzle,2025-10-28,US,rewarded,22553,22366,23081,0.9690221394220354
ios_screw_puzzle,2025-10-29,IN,interstitial,18233,17900,18350,0.9754768392370572
ios_screw_puzzle,2025-10-29,IN,rewarded,6531,6511,6675,0.9754307116104869
ios_screw_puzzle,2025-10-29,US,interstitial,41129,40513,42699,0.948804421649219
ios_screw_puzzle,2025-10-29,US,rewarded,21509,21371,22686,0.9420347350789033
ios_screw_puzzle,2025-10-30,IN,interstitial,17405,17100,18841,0.9075951382623003
ios_screw_puzzle,2025-10-30,IN,rewarded,6445,6424,7081,0.9072164948453608
ios_screw_puzzle,2025-10-30,US,interstitial,39947,39100,42719,0.9152835974624874
ios_screw_puzzle,2025-10-30,US,rewarded,20918,20701,22848,0.9060311624649859
ios_screw_puzzle,2025-10-31,IN,interstitial,16528,16233,17184,0.9446578212290503
ios_screw_puzzle,2025-10-31,IN,rewarded,6204,6187,6534,0.9468931741659015
ios_screw_puzzle,2025-10-31,US,interstitial,40363,39765,41761,0.9522042096693086
ios_screw_puzzle,2025-10-31,US,rewarded,19465,19215,20367,0.9434379142730889
ios_screw_puzzle,2025-11-01,IN,interstitial,17051,16710,17236,0.9694824785333024
ios_screw_puzzle,2025-11-01,IN,rewarded,6327,6298,6486,0.9710144927536232
ios_screw_puzzle,2025-11-01,US,interstitial,39852,39271,40741,0.9639184114282909
ios_screw_puzzle,2025-11-01,US,rewarded,20763,20434,21329,0.9580383515401566
ios_screw_puzzle,2025-11-02,IN,interstitial,17032,16725,17262,0.9688912061174835
ios_screw_puzzle,2025-11-02,IN,rewarded,6402,6372,6570,0.9698630136986301
ios_screw_puzzle,2025-11-02,US,interstitial,44215,43669,45116,0.9679271211986878
ios_screw_puzzle,2025-11-02,US,rewarded,21788,21563,22499,0.9583981510289347
ios_screw_puzzle,2025-11-03,IN,interstitial,15677,15372,15812,0.9721730331393879
ios_screw_puzzle,2025-11-03,IN,rewarded,6283,6251,6417,0.974131213962911
ios_screw_puzzle,2025-11-03,US,interstitial,42355,41789,43257,0.9660632961139237
ios_screw_puzzle,2025-11-03,US,rewarded,23317,23041,23974,0.961082839743055
ios_screw_puzzle,2025-11-04,IN,interstitial,16489,16140,16826,0.9592297634613098
ios_screw_puzzle,2025-11-04,IN,rewarded,6216,6189,6452,0.9592374457532548
ios_screw_puzzle,2025-11-04,US,interstitial,43258,42665,44520,0.9583333333333334
ios_screw_puzzle,2025-11-04,US,rewarded,22935,22612,23867,0.9474169355176604
ios_screw_puzzle,2025-11-05,IN,interstitial,18867,18439,18930,0.9740623349181193
ios_screw_puzzle,2025-11-05,IN,rewarded,7128,7086,7261,0.9758986365514392
ios_screw_puzzle,2025-11-05,US,interstitial,45375,44657,45831,0.9743841504658419
ios_screw_puzzle,2025-11-05,US,rewarded,23713,23465,24342,0.9639717360939939
ios_screw_puzzle,2025-11-06,IN,interstitial,18860,18380,18604,0.9879595785852505
ios_screw_puzzle,2025-11-06,IN,rewarded,7076,7041,7067,0.996320928258101
ios_screw_puzzle,2025-11-06,US,interstitial,45917,45108,46148,0.9774638120828638
ios_screw_puzzle,2025-11-06,US,rewarded,22683,22437,23208,0.9667786970010341
ios_screw_puzzle,2025-11-07,IN,interstitial,18771,18330,19349,0.9473357796268541
ios_screw_puzzle,2025-11-07,IN,rewarded,6847,6824,7225,0.9444982698961938
ios_screw_puzzle,2025-11-07,US,interstitial,43733,43009,45341,0.9485675216691295
ios_screw_puzzle,2025-11-07,US,rewarded,21817,21577,22797,0.9464841865157696
ios_screw_puzzle,2025-11-08,IN,interstitial,19602,19159,20481,0.9354523704897222
ios_screw_puzzle,2025-11-08,IN,rewarded,6993,6950,7328,0.9484170305676856
ios_screw_puzzle,2025-11-08,US,interstitial,42610,41982,44958,0.9338048845589216
ios_screw_puzzle,2025-11-08,US,rewarded,21778,21584,23246,0.9285038286156758
ios_screw_puzzle,2025-11-09,IN,interstitial,20746,20298,21624,0.9386792452830188
ios_screw_puzzle,2025-11-09,IN,rewarded,6928,6888,7372,0.9343461747151384
ios_screw_puzzle,2025-11-09,US,interstitial,44532,43963,47099,0.9334168453682669
ios_screw_puzzle,2025-11-09,US,rewarded,23517,23216,25107,0.9246823595013343
ios_screw_puzzle,2025-11-10,IN,interstitial,20026,19641,20379,0.9637862505520388
ios_screw_puzzle,2025-11-10,IN,rewarded,7502,7472,7734,0.9661236100336178
ios_screw_puzzle,2025-11-10,US,interstitial,44311,43791,46159,0.9486990619380836
ios_screw_puzzle,2025-11-10,US,rewarded,22930,22632,24220,0.9344343517753922
ios_screw_puzzle,2025-11-11,IN,interstitial,18989,18535,19979,0.9277241103158316
ios_screw_puzzle,2025-11-11,IN,rewarded,6690,6662,7118,0.9359370609721832
ios_screw_puzzle,2025-11-11,US,interstitial,45238,44777,47078,0.9511236671056544
ios_screw_puzzle,2025-11-11,US,rewarded,22658,22495,24107,0.9331314555938109
ios_screw_puzzle,2025-11-12,IN,interstitial,21441,20955,21934,0.9553660982948846
ios_screw_puzzle,2025-11-12,IN,rewarded,7531,7489,7777,0.962967725343963
ios_screw_puzzle,2025-11-12,US,interstitial,44313,43800,46153,0.9490173986523086
ios_screw_puzzle,2025-11-12,US,rewarded,22399,22234,23715,0.9375500737929581
ios_screw_puzzle,2025-11-13,IN,interstitial,22864,22314,23835,0.9361862806796728
ios_screw_puzzle,2025-11-13,IN,rewarded,7513,7471,7996,0.9343421710855427
ios_screw_puzzle,2025-11-13,US,interstitial,43641,43121,46459,0.928151703652683
ios_screw_puzzle,2025-11-13,US,rewarded,21348,21197,23283,0.9104067345273376
ios_screw_puzzle,2025-11-14,IN,interstitial,20001,19530,24037,0.8124973998419104
ios_screw_puzzle,2025-11-14,IN,rewarded,6736,6699,8285,0.8085697042848522
ios_screw_puzzle,2025-11-14,US,interstitial,37311,36819,44395,0.8293501520441491
ios_screw_puzzle,2025-11-14,US,rewarded,18258,18092,22374,0.8086171449003308
ios_screw_puzzle,2025-11-15,IN,interstitial,23958,23352,24389,0.9574808315224076
ios_screw_puzzle,2025-11-15,IN,rewarded,8034,8008,8415,0.9516339869281045
ios_screw_puzzle,2025-11-15,US,interstitial,44175,43600,46081,0.9461600225689547
ios_screw_puzzle,2025-11-15,US,rewarded,22645,22437,24295,0.9235233587157852
ios_screw_puzzle,2025-11-16,IN,interstitial,25845,25243,26085,0.9677209124017635
ios_screw_puzzle,2025-11-16,IN,rewarded,8668,8640,8882,0.9727538842603017
ios_screw_puzzle,2025-11-16,US,interstitial,46349,45775,47774,0.9581571566123833
ios_screw_puzzle,2025-11-16,US,rewarded,24160,23970,25407,0.9434407840358956
ios_screw_puzzle,2025-11-17,IN,interstitial,26556,25911,26841,0.9653515144741254
ios_screw_puzzle,2025-11-17,IN,rewarded,8659,8608,8916,0.9654553611484971
ios_screw_puzzle,2025-11-17,US,interstitial,44655,43987,45902,0.9582806849374755
ios_screw_puzzle,2025-11-17,US,rewarded,22425,22280,23616,0.9434281842818428
ios_screw_puzzle,2025-11-18,IN,interstitial,29006,28264,29242,0.9665549552014226
ios_screw_puzzle,2025-11-18,IN,rewarded,10011,9947,10209,0.9743363698697228
ios_screw_puzzle,2025-11-18,US,interstitial,46093,45455,47291,0.9611765452200207
ios_screw_puzzle,2025-11-18,US,rewarded,22659,22471,23913,0.939698072178313
ios_screw_puzzle,2025-11-19,IN,interstitial,30993,30210,30956,0.9759012792350433
ios_screw_puzzle,2025-11-19,IN,rewarded,10403,10322,10642,0.969930464198459
ios_screw_puzzle,2025-11-19,US,interstitial,45562,44950,46829,0.9598752909521877
ios_screw_puzzle,2025-11-19,US,rewarded,22701,22500,23781,0.9461334678945377
ios_screw_puzzle,2025-11-20,IN,interstitial,26211,25664,30179,0.8503926571456973
ios_screw_puzzle,2025-11-20,IN,rewarded,9708,9599,11225,0.8551447661469933
ios_screw_puzzle,2025-11-20,US,interstitial,40622,40025,46305,0.8643774970305582
ios_screw_puzzle,2025-11-20,US,rewarded,20359,20210,23774,0.8500883317910323
ios_screw_puzzle,2025-11-21,IN,interstitial,26635,25967,28421,0.9136553956581401
ios_screw_puzzle,2025-11-21,IN,rewarded,9496,9428,10234,0.9212429157709595
ios_screw_puzzle,2025-11-21,US,interstitial,42152,41455,45313,0.914858870522808
ios_screw_puzzle,2025-11-21,US,rewarded,20212,20004,22381,0.8937938429918234
ios_screw_puzzle,2025-11-22,IN,interstitial,27202,26470,27045,0.9787391384729155
ios_screw_puzzle,2025-11-22,IN,rewarded,9334,9272,9381,0.9883807696407633
ios_screw_puzzle,2025-11-22,US,interstitial,46135,45407,46907,0.9680218304304261
ios_screw_puzzle,2025-11-22,US,rewarded,23583,23350,24310,0.960510078157137
ios_screw_puzzle,2025-11-23,IN,interstitial,24845,24294,24866,0.9769967023244591
ios_screw_puzzle,2025-11-23,IN,rewarded,9164,9131,9330,0.9786709539121115
ios_screw_puzzle,2025-11-23,US,interstitial,50263,49591,50795,0.9762968796141352
ios_screw_puzzle,2025-11-23,US,rewarded,25099,24821,25775,0.9629873908826382
ios_screw_puzzle,2025-11-24,IN,interstitial,23559,22870,23218,0.9850116289086054
ios_screw_puzzle,2025-11-24,IN,rewarded,10298,10236,10250,0.9986341463414634
ios_screw_puzzle,2025-11-24,US,interstitial,48114,47491,48660,0.9759761611179614
ios_screw_puzzle,2025-11-24,US,rewarded,24375,24076,25115,0.958630300617161
ios_screw_puzzle,2025-11-25,IN,interstitial,23352,22620,23038,0.9818560638944352
ios_screw_puzzle,2025-11-25,IN,rewarded,9566,9507,9637,0.9865103247898723
ios_screw_puzzle,2025-11-25,US,interstitial,48272,47526,48942,0.9710677945323035
ios_screw_puzzle,2025-11-25,US,rewarded,24567,24319,25716,0.9456758438326334
ios_screw_puzzle,2025-11-26,IN,interstitial,23900,23242,23907,0.9721838791985611
ios_screw_puzzle,2025-11-26,IN,rewarded,10091,10021,10273,0.9754696777961647
ios_screw_puzzle,2025-11-26,US,interstitial,47716,47030,48576,0.9681735836627141
ios_screw_puzzle,2025-11-26,US,rewarded,24509,24291,25347,0.9583382648834181
ios_screw_puzzle,2025-11-27,IN,interstitial,23244,22658,23124,0.9798477772011762
ios_screw_puzzle,2025-11-27,IN,rewarded,9850,9786,9949,0.983616443863705
ios_screw_puzzle,2025-11-27,US,interstitial,53514,52797,54276,0.9727503869113421
ios_screw_puzzle,2025-11-27,US,rewarded,26851,26622,27733,0.9599394223488263
ios_screw_puzzle,2025-11-28,IN,interstitial,23089,22512,23020,0.9779322328410078
ios_screw_puzzle,2025-11-28,IN,rewarded,10324,10275,10580,0.97117202268431
ios_screw_puzzle,2025-11-28,US,interstitial,51006,50348,51959,0.9689947843491984
ios_screw_puzzle,2025-11-28,US,rewarded,26436,26241,27449,0.9559911107872783
ios_screw_puzzle,2025-11-29,IN,interstitial,21926,21353,21615,0.9878787878787879
ios_screw_puzzle,2025-11-29,IN,rewarded,9808,9760,9752,1.0008203445447088
ios_screw_puzzle,2025-11-29,US,interstitial,55750,55103,56442,0.97627653166082
ios_screw_puzzle,2025-11-29,US,rewarded,27957,27798,28835,0.964036760880874
ios_screw_puzzle,2025-11-30,IN,interstitial,21118,20558,20860,0.985522531160115
ios_screw_puzzle,2025-11-30,IN,rewarded,9933,9877,9912,0.9964689265536724
ios_screw_puzzle,2025-11-30,US,interstitial,60283,59485,60536,0.982638430025109
ios_screw_puzzle,2025-11-30,US,rewarded,28987,28771,29555,0.9734731855861952
ios_screw_puzzle,2025-12-01,IN,interstitial,21082,20558,20861,0.9854752888164517
ios_screw_puzzle,2025-12-01,IN,rewarded,8996,8928,9025,0.9892520775623269
ios_screw_puzzle,2025-12-01,US,interstitial,52241,51586,53031,0.9727517866908035
ios_screw_puzzle,2025-12-01,US,rewarded,26209,25962,27001,0.9615199437057886
ios_screw_puzzle,2025-12-02,IN,interstitial,21858,21239,21423,0.9914111002193904
ios_screw_puzzle,2025-12-02,IN,rewarded,9464,9394,9469,0.9920794170450945
ios_screw_puzzle,2025-12-02,US,interstitial,51677,51045,52045,0.9807858583917763
ios_screw_puzzle,2025-12-02,US,rewarded,25707,25513,26412,0.965962441314554
ios_screw_puzzle,2025-12-03,IN,interstitial,20163,19674,19804,0.9934356695617047
ios_screw_puzzle,2025-12-03,IN,rewarded,9190,9131,9100,1.0034065934065934
ios_screw_puzzle,2025-12-03,US,interstitial,51471,50890,51978,0.979068067259225
ios_screw_puzzle,2025-12-03,US,rewarded,24764,24567,25278,0.9718727747448374
ios_screw_puzzle,2025-12-04,IN,interstitial,19764,19205,19437,0.9880640016463446
ios_screw_puzzle,2025-12-04,IN,rewarded,9127,9055,9190,0.985310119695321
ios_screw_puzzle,2025-12-04,US,interstitial,49629,49053,50488,0.9715774045317699
ios_screw_puzzle,2025-12-04,US,rewarded,24377,24255,25127,0.9652962948223027
ios_screw_puzzle,2025-12-05,IN,interstitial,16126,15731,17655,0.8910223732653639
ios_screw_puzzle,2025-12-05,IN,rewarded,7506,7469,8274,0.9027072758037225
ios_screw_puzzle,2025-12-05,US,interstitial,47184,46629,51078,0.9128979208269705
ios_screw_puzzle,2025-12-05,US,rewarded,23059,22935,25253,0.9082089256721974
ios_screw_puzzle,2025-12-06,IN,interstitial,16484,16079,17507,0.9184326269492203
ios_screw_puzzle,2025-12-06,IN,rewarded,7922,7897,8569,0.9215777803711052
ios_screw_puzzle,2025-12-06,US,interstitial,50340,49830,53527,0.930932052982607
ios_screw_puzzle,2025-12-06,US,rewarded,25356,25205,27439,0.9185830387404789
ios_screw_puzzle,2025-12-07,IN,interstitial,16221,15771,16479,0.9570362279264518
ios_screw_puzzle,2025-12-07,IN,rewarded,8118,8085,8260,0.9788135593220338
ios_screw_puzzle,2025-12-07,US,interstitial,55954,55419,57734,0.9599023105968754
ios_screw_puzzle,2025-12-07,US,rewarded,28608,28498,29814,0.9558596632454551
ios_screw_puzzle,2025-12-08,IN,interstitial,16221,15851,16099,0.9845953164792844
ios_screw_puzzle,2025-12-08,IN,rewarded,8109,8086,8205,0.9854966483851311
ios_screw_puzzle,2025-12-08,US,interstitial,54569,53905,55779,0.9664031266247154
ios_screw_puzzle,2025-12-08,US,rewarded,27511,27380,28453,0.9622886866059818
ios_screw_puzzle,2025-12-09,IN,interstitial,16129,15741,16172,0.9733489982686124
ios_screw_puzzle,2025-12-09,IN,rewarded,8143,8106,8230,0.9849331713244228
ios_screw_puzzle,2025-12-09,US,interstitial,52425,51804,53618,0.9661680778842926
ios_screw_puzzle,2025-12-09,US,rewarded,27167,27001,28028,0.9633580705009277
ios_screw_puzzle,2025-12-10,IN,interstitial,14947,14537,14799,0.9822961010879113
ios_screw_puzzle,2025-12-10,IN,rewarded,7861,7833,7970,0.9828105395232121
ios_screw_puzzle,2025-12-10,US,interstitial,53732,53133,54231,0.979753277645627
ios_screw_puzzle,2025-12-10,US,rewarded,26728,26638,27206,0.9791222524443137
ios_screw_puzzle,2025-12-11,IN,interstitial,14611,14290,14351,0.9957494251271688
ios_screw_puzzle,2025-12-11,IN,rewarded,8014,7980,8040,0.9925373134328358
ios_screw_puzzle,2025-12-11,US,interstitial,54613,54127,55137,0.9816819921286976
ios_screw_puzzle,2025-12-11,US,rewarded,27238,27141,27877,0.9735983068479391
ios_screw_puzzle,2025-12-12,IN,interstitial,13977,13723,14240,0.963693820224719
ios_screw_puzzle,2025-12-12,IN,rewarded,7273,7242,7503,0.9652139144342263
ios_screw_puzzle,2025-12-12,US,interstitial,51757,51342,53390,0.9616407566960105
ios_screw_puzzle,2025-12-12,US,rewarded,25695,25623,26849,0.9543372192632873
ios_screw_puzzle,2025-12-13,IN,interstitial,14798,14583,15359,0.949475877335764
ios_screw_puzzle,2025-12-13,IN,rewarded,7457,7435,7783,0.9552871643325196
ios_screw_puzzle,2025-12-13,US,interstitial,52679,52334,55385,0.9449128825494267
ios_screw_puzzle,2025-12-13,US,rewarded,25963,25898,27515,0.9412320552425949
ios_screw_puzzle,2025-12-14,IN,interstitial,15827,15627,16331,0.956891800869512
ios_screw_puzzle,2025-12-14,IN,rewarded,7682,7659,8006,0.9566575068698476
ios_screw_puzzle,2025-12-14,US,interstitial,58661,58191,60689,0.9588393283791132
ios_screw_puzzle,2025-12-14,US,rewarded,29577,29503,30646,0.962703126019709
ios_screw_puzzle,2025-12-15,IN,interstitial,15330,14994,15456,0.970108695652174
ios_screw_puzzle,2025-12-15,IN,rewarded,6720,6701,6874,0.9748327029386092
ios_screw_puzzle,2025-12-15,US,interstitial,57333,56838,58145,0.9775217129589818
ios_screw_puzzle,2025-12-15,US,rewarded,30098,29993,30892,0.9708986145280332
ios_screw_puzzle,2025-12-16,IN,interstitial,16135,15923,16236,0.9807218526730722
ios_screw_puzzle,2025-12-16,IN,rewarded,7368,7336,7463,0.9829827147259815
ios_screw_puzzle,2025-12-16,US,interstitial,59485,58984,59978,0.9834272566607756
ios_screw_puzzle,2025-12-16,US,rewarded,31299,31212,31903,0.9783405949283767
ios_screw_puzzle,2025-12-17,IN,interstitial,15488,15291,15467,0.9886209348936446
ios_screw_puzzle,2025-12-17,IN,rewarded,7212,7195,7326,0.9821184821184821
ios_screw_puzzle,2025-12-17,US,interstitial,56588,56087,57783,0.9706488067424676
ios_screw_puzzle,2025-12-17,US,rewarded,29513,29418,30316,0.9703786779258478
ios_screw_puzzle,2025-12-18,IN,interstitial,16242,16040,16139,0.9938657909411983
ios_screw_puzzle,2025-12-18,IN,rewarded,7244,7207,7247,0.9944804746791776
ios_screw_puzzle,2025-12-18,US,interstitial,58364,57944,59283,0.9774134237471113
ios_screw_puzzle,2025-12-18,US,rewarded,31774,31661,32414,0.9767692972172518
ios_screw_puzzle,2025-12-19,IN,interstitial,16265,16088,16211,0.9924125593732651
ios_screw_puzzle,2025-12-19,IN,rewarded,7224,7198,7230,0.9955739972337483
ios_screw_puzzle,2025-12-19,US,interstitial,61221,60757,61949,0.9807583657524738
ios_screw_puzzle,2025-12-19,US,rewarded,31100,31018,31657,0.9798148908614208
ios_screw_puzzle,2025-12-20,IN,interstitial,15419,15192,15383,0.9875836962881103
ios_screw_puzzle,2025-12-20,IN,rewarded,6577,6546,6663,0.9824403421882035
ios_screw_puzzle,2025-12-20,US,interstitial,63060,62735,63659,0.9854851631348277
ios_screw_puzzle,2025-12-20,US,rewarded,31845,31780,32175,0.9877233877233877
ios_screw_puzzle,2025-12-21,IN,interstitial,15521,15320,15604,0.9817995385798514
ios_screw_puzzle,2025-12-21,IN,rewarded,6779,6727,6798,0.989555751691674
ios_screw_puzzle,2025-12-21,US,interstitial,66933,66600,67990,0.9795558170319164
ios_screw_puzzle,2025-12-21,US,rewarded,34770,34681,35236,0.9842490634578273
ios_screw_puzzle,2025-12-22,IN,interstitial,15406,15181,15493,0.9798618731039824
ios_screw_puzzle,2025-12-22,IN,rewarded,7003,6964,7125,0.9774035087719298
ios_screw_puzzle,2025-12-22,US,interstitial,64441,64031,65570,0.9765289004117736
ios_screw_puzzle,2025-12-22,US,rewarded,33728,33664,34624,0.9722735674676525
ios_screw_puzzle,2025-12-23,IN,interstitial,14445,14298,14590,0.9799862919808088
ios_screw_puzzle,2025-12-23,IN,rewarded,6908,6884,7029,0.9793711765542752
ios_screw_puzzle,2025-12-23,US,interstitial,68643,68203,69720,0.978241537578887
ios_screw_puzzle,2025-12-23,US,rewarded,34503,34426,35148,0.9794582906566519
ios_screw_puzzle,2025-12-24,IN,interstitial,14359,14216,14399,0.9872907840822279
ios_screw_puzzle,2025-12-24,IN,rewarded,6470,6448,6536,0.9865361077111383
ios_screw_puzzle,2025-12-24,US,interstitial,72709,72368,73282,0.9875276329794492
ios_screw_puzzle,2025-12-24,US,rewarded,34970,34912,35369,0.9870790805507648
ios_screw_puzzle,2025-12-25,IN,interstitial,13993,13833,13862,0.997907949790795
ios_screw_puzzle,2025-12-25,IN,rewarded,6821,6791,6816,0.9963321596244131
ios_screw_puzzle,2025-12-25,US,interstitial,71278,70825,71700,0.9877963737796374
ios_screw_puzzle,2025-12-25,US,rewarded,35525,35444,35858,0.988454459255954
ios_screw_puzzle,2025-12-26,IN,interstitial,13141,12991,13094,0.9921338017412555
ios_screw_puzzle,2025-12-26,IN,rewarded,5959,5942,6026,0.9860604049120478
ios_screw_puzzle,2025-12-26,US,interstitial,79059,78609,79618,0.9873269863598684
ios_screw_puzzle,2025-12-26,US,rewarded,40200,40133,40520,0.9904491609081935
ios_screw_puzzle,2025-12-27,IN,interstitial,13821,13640,13691,0.9962749251332993
ios_screw_puzzle,2025-12-27,IN,rewarded,6301,6280,6275,1.000796812749004
ios_screw_puzzle,2025-12-27,US,interstitial,85002,84427,85410,0.9884908090387542
ios_screw_puzzle,2025-12-27,US,rewarded,46250,46143,46622,0.9897258804856076
ios_screw_puzzle,2025-12-28,IN,interstitial,13983,13779,13797,0.9986953685583823
ios_screw_puzzle,2025-12-28,IN,rewarded,6143,6124,6150,0.9957723577235772
ios_screw_puzzle,2025-12-28,US,interstitial,90647,89821,90363,0.9940019698327855
ios_screw_puzzle,2025-12-28,US,rewarded,47970,47817,48291,0.9901845064297695
ios_screw_puzzle,2025-12-29,IN,interstitial,14492,14326,14380,0.9962447844228095
ios_screw_puzzle,2025-12-29,IN,rewarded,6639,6609,6575,1.005171102661597
ios_screw_puzzle,2025-12-29,US,interstitial,89617,88979,89397,0.9953242278823674
ios_screw_puzzle,2025-12-29,US,rewarded,46599,46472,46923,0.9903885088336211
ios_screw_puzzle,2025-12-30,IN,interstitial,13689,13494,13719,0.9835993877104745
ios_screw_puzzle,2025-12-30,IN,rewarded,6351,6327,6348,0.9966918714555766
ios_screw_puzzle,2025-12-30,US,interstitial,88284,87717,88134,0.9952685683164273
ios_screw_puzzle,2025-12-30,US,rewarded,45646,45566,45937,0.9919237216187387
ios_screw_puzzle,2025-12-31,IN,interstitial,12782,12606,12701,0.9925202739941736
ios_screw_puzzle,2025-12-31,IN,rewarded,6063,6034,6032,1.0003315649867375
ios_screw_puzzle,2025-12-31,US,interstitial,88634,88134,88844,0.9920084642744587
ios_screw_puzzle,2025-12-31,US,rewarded,44553,44477,45004,0.9882899297840192
ios_screw_puzzle,2026-01-01,IN,interstitial,11909,11746,11783,0.9968598828821184
ios_screw_puzzle,2026-01-01,IN,rewarded,5614,5566,5543,1.004149377593361
ios_screw_puzzle,2026-01-01,US,interstitial,86421,85962,86358,0.9954144375738206
ios_screw_puzzle,2026-01-01,US,rewarded,43852,43779,44026,0.9943896788261481
ios_screw_puzzle,2026-01-02,IN,interstitial,12433,12147,12290,0.9883645240032547
ios_screw_puzzle,2026-01-02,IN,rewarded,6068,6026,6067,0.9932421295533213
ios_screw_puzzle,2026-01-02,US,interstitial,97103,96578,97489,0.9906553559888808
ios_screw_puzzle,2026-01-02,US,rewarded,47864,47774,48301,0.9890892528105009
ios_screw_puzzle,2026-01-03,IN,interstitial,13424,13235,13365,0.9902731013842125
ios_screw_puzzle,2026-01-03,IN,rewarded,5889,5856,5833,1.003943082461855
ios_screw_puzzle,2026-01-03,US,interstitial,99939,99423,100344,0.9908215737861755
ios_screw_puzzle,2026-01-03,US,rewarded,50202,50107,50711,0.9880893691703969
ios_screw_puzzle,2026-01-04,IN,interstitial,12260,12123,12241,0.9903602646842579
ios_screw_puzzle,2026-01-04,IN,rewarded,5709,5672,5698,0.9954369954369955
ios_screw_puzzle,2026-01-04,US,interstitial,105776,105249,106083,0.992138231384859
ios_screw_puzzle,2026-01-04,US,rewarded,53407,53329,53877,0.9898286838539636
ios_screw_puzzle,2026-01-05,IN,interstitial,11938,11789,12090,0.9751033912324235
ios_screw_puzzle,2026-01-05,IN,rewarded,5362,5310,5427,0.978441127694859
ios_screw_puzzle,2026-01-05,US,interstitial,96081,95516,96944,0.9852698465093249
ios_screw_puzzle,2026-01-05,US,rewarded,49222,49110,49917,0.9838331630506642
ios_screw_puzzle,2026-01-06,IN,interstitial,12207,12032,12346,0.974566661266807
ios_screw_puzzle,2026-01-06,IN,rewarded,5562,5535,5612,0.9862794012829651
ios_screw_puzzle,2026-01-06,US,interstitial,89893,89244,91246,0.9780593121890274
ios_screw_puzzle,2026-01-06,US,rewarded,45503,45423,46407,0.9787963022819833
ios_screw_puzzle,2026-01-07,IN,interstitial,12107,11883,12241,0.9707540233641042
ios_screw_puzzle,2026-01-07,IN,rewarded,5559,5496,5577,0.9854760623991393
ios_screw_puzzle,2026-01-07,US,interstitial,86339,85883,88170,0.9740614721560622
ios_screw_puzzle,2026-01-07,US,rewarded,44674,44576,45753,0.9742749109348021
