device_ifa,user_id,advertising_id
96e50f91-e22b-4d27-85ae-e396d34a2600,ZC5F4E0D7C41823662B265DE63D980D7A11,96e50f91-e22b-4d27-85ae-e396d34a2600
e12aa75c-e62f-4c52-b848-0e785e91f3d8,ZF922C1D2C288B23F41DD289F24EC925611,e12aa75c-e62f-4c52-b848-0e785e91f3d8
3c08e44e-1083-46ff-ad12-1a760f76bd8e,Z2D32E01A0A9198D71380CCE37BC13A9411,3c08e44e-1083-46ff-ad12-1a760f76bd8e
65e9862d-393b-40f3-9e8f-9bfabb71d08d,ZD5C7EF5E0E759585B5C144058224C04511,65e9862d-393b-40f3-9e8f-9bfabb71d08d
887bbc88-61d5-4cc4-95fe-dc3d083f5f04,Z4DBB35711223A191BECD2A026F75EDF611,887bbc88-61d5-4cc4-95fe-dc3d083f5f04
