date,country_id,ab_group,ad_format,impression,revenue,dau
2026-02-14,Brazil,MAX,BANNER,4894,0.47252800000000206,111
2026-02-14,Brazil,MAX,INTER,522,6.781502999999998,111
2026-02-14,Brazil,MAX,REWARD,169,5.8837,111
2026-02-14,Brazil,ULP,BANNER,5064,0.31251,128
2026-02-14,Brazil,ULP,INTER,528,3.118325999999999,128
2026-02-14,Brazil,ULP,REWARD,124,0.6328420000000003,128
2026-02-15,Brazil,MAX,BANNER,3634,0.34445299999999796,122
2026-02-15,Brazil,MAX,INTER,443,4.555733000000002,122
2026-02-15,Brazil,MAX,REWARD,112,1.1871759999999998,122
2026-02-15,Brazil,ULP,BANNER,5426,0.3584409999999998,116
2026-02-15,Brazil,ULP,INTER,557,4.368922,116
2026-02-15,Brazil,ULP,REWARD,116,1.4681809999999995,116
2026-02-16,Brazil,MAX,BANNER,4218,0.3685209999999974,119
2026-02-16,Brazil,MAX,INTER,477,9.248428,119
2026-02-16,Brazil,MAX,REWARD,147,1.3071399999999995,119
2026-02-16,Brazil,ULP,BANNER,7265,0.4579129999999998,126
2026-02-16,Brazil,ULP,INTER,766,6.404886000000002,126
2026-02-16,Brazil,ULP,REWARD,228,3.332584999999999,126
2026-02-17,Brazil,MAX,BANNER,5559,0.4539230000000021,136
2026-02-17,Brazil,MAX,INTER,676,17.301531000000004,136
2026-02-17,Brazil,MAX,REWARD,185,4.738062,136
2026-02-17,Brazil,ULP,BANNER,8940,0.46367599999999976,133
2026-02-17,Brazil,ULP,INTER,903,5.862473000000002,133
2026-02-17,Brazil,ULP,REWARD,314,2.3104009999999993,133
2026-02-18,Brazil,MAX,BANNER,5805,0.5156430000000052,132
2026-02-18,Brazil,MAX,INTER,745,13.999449000000004,132
2026-02-18,Brazil,MAX,REWARD,191,3.818814,132
2026-02-18,Brazil,ULP,BANNER,7339,0.48286100000000015,126
2026-02-18,Brazil,ULP,INTER,754,5.515093,126
2026-02-18,Brazil,ULP,REWARD,215,1.7092329999999996,126
2026-02-19,Brazil,MAX,BANNER,5373,0.4317970000000024,129
2026-02-19,Brazil,MAX,INTER,668,7.375154000000002,129
2026-02-19,Brazil,MAX,REWARD,166,1.491152,129
2026-02-19,Brazil,ULP,BANNER,4952,0.3054499999999999,112
2026-02-19,Brazil,ULP,INTER,626,2.719235,112
2026-02-19,Brazil,ULP,REWARD,134,0.8804979999999998,112
2026-02-20,Brazil,MAX,BANNER,4636,0.3566270000000018,108
2026-02-20,Brazil,MAX,INTER,541,7.294131000000001,108
2026-02-20,Brazil,MAX,REWARD,171,2.4099009999999996,108
2026-02-20,Brazil,ULP,BANNER,5184,0.3233760000000001,97
2026-02-20,Brazil,ULP,INTER,540,7.196281999999998,97
2026-02-20,Brazil,ULP,REWARD,153,1.075974,97
